likely_mpid,expt_gap,formula_x,mpid,formula_y,gap pbe,Ag,Al,As,Au,B,Ba,Be,Bi,Br,C,Ca,Cd,Ce,Cl,Co,Cr,Cs,Cu,Dy,Er,Eu,F,Fe,Ga,Gd,Ge,H,Hf,Hg,Ho,I,In,Ir,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ni,O,Os,P,Pb,Pd,Pr,Pt,Rb,Re,Rh,Ru,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Tb,Tc,Te,Th,Ti,Tl,Tm,U,V,W,Xe,Y,Yb,Zn,Zr,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
mp-15077,1,Ag7AsS6,mp-15077,Ag7AsS6,0.73,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,47,31,32.71428571,14.32653061,47,65,88,23,76.21428571,11.21428571,65,32.065,107.8682,75.8032,73.02778571,35.11095918,107.8682,388.36,1234.93,846.57,861.7621429,405.7732653,1234.93,11,16,5,13.42857143,2.428571429,11,3,5,2,4.071428571,0.928571429,5,105,145,40,126,19,145,1.93,2.58,0.65,2.226428571,0.303061224,1.93,1,2,1,1.5,0.5,1,0,4,4,1.928571429,1.928571429,0,0,10,10,5.714285714,4.897959184,10,0,0,0,0,0,0,6,15,9,9.142857143,2.693877551,11,0,1,1,0.5,0.5,1,0,3,3,1.071428571,1.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.571428571,0.571428571,1,16.33,25.786875,9.456875,20.80044643,4.470446429,16.33,0,2.202,2.202,0.943714286,1.078530612,0,0,0,0,0,0,0,70,225,155,154.3571429,72.30612245,225
mp-9770,1.18,Ag8GeS6,mp-9770,Ag8GeS6,0.6102,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,47,31,33.6,14.29333333,47,65,88,23,75.13333333,10.80888889,65,32.065,107.8682,75.8032,75.19837333,34.84781511,107.8682,388.36,1234.93,846.57,894.7333333,405.0986667,1234.93,11,16,5,13.2,2.346666667,11,3,5,2,4.133333333,0.924444444,5,105,145,40,127.3333333,18.84444444,145,1.93,2.58,0.65,2.195333333,0.307733333,1.93,1,2,1,1.466666667,0.497777778,1,0,4,4,1.733333333,1.848888889,0,0,10,10,6,4.8,10,0,0,0,0,0,0,6,14,8,9.2,2.56,11,0,1,1,0.533333333,0.497777778,1,0,4,4,1.066666667,1.137777778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1.6,0.64,1,16.33,25.786875,9.456875,20.55775,4.5096,16.33,0,2.202,2.202,0.906333333,1.036533333,0,0,0,0,0,0,0,70,225,155,163,74.4,225
mp-17984,0.71,Ag8SnSe6,mp-17984,Ag8SnSe6,0.001,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,50,16,42,6.4,47,65,89,24,75.6,11.30666667,65,78.96,118.71,39.75,97.02770667,14.45416533,107.8682,494,1234.93,740.93,889.9013333,368.0305778,1234.93,11,16,5,13.2,2.346666667,11,4,5,1,4.6,0.48,5,120,145,25,134.6,11.68,145,1.93,2.55,0.62,2.18,0.296,1.93,1,2,1,1.466666667,0.497777778,1,0,4,4,1.733333333,1.848888889,0,10,10,0,10,0,10,0,0,0,0,0,0,11,16,5,13.2,2.346666667,11,0,1,1,0.533333333,0.497777778,1,0,4,4,1.066666667,1.137777778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1.6,0.64,1,16.33,33.285,16.955,21.29633333,5.297422222,16.33,0,0.799,0.799,0.3196,0.38352,0,0,0,0,0,0,0,14,225,211,135,96.8,225
mp-561034,0,Ag9Ge2IO8,mp-561034,Ag9Ge2IO8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,53,45,30.2,17.76,47,65,96,31,76.75,10.575,65,15.9994,126.90447,110.90507,68.5496735,42.0402188,107.8682,54.8,1234.93,1180.13,718.121,563.7839,1234.93,11,17,6,13.6,2.34,11,2,5,3,3.7,1.36,5,66,145,79,110.6,35.68,145,1.93,3.44,1.51,2.5785,0.69735,1.93,1,2,1,1.55,0.495,1,0,5,5,2.05,1.855,0,0,10,10,6,4.8,10,0,0,0,0,0,0,6,17,11,9.6,2.88,11,0,1,1,0.45,0.495,1,0,4,4,1.25,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1.7,0.7,1,9.105,43.015,33.91,15.44175,5.0694,16.33,0,1.062,1.062,0.0914,0.15538,0,0,0,0,0,0,0,12,225,213,131.75,102.575,225
mp-4483,1.4,AgAsSe2,mp-4483,AgAsSe2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,47,14,37,5,34,65,89,24,81.75,8.375,89,74.9216,107.8682,32.9466,85.17745,11.345375,78.96,494,1234.93,740.93,828.2325,334.2325,494,11,16,5,14.5,1.75,16,4,5,1,4.25,0.375,4,119,145,26,126,9.5,120,1.93,2.55,0.62,2.3025,0.2475,2.55,1,2,1,1.75,0.375,2,0,4,4,2.75,1.375,4,10,10,0,10,0,10,0,0,0,0,0,0,11,16,5,14.5,1.75,16,0,1,1,0.25,0.375,0,0,3,3,1.75,0.875,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.5,2,16.33,25.92,9.59,22.58625,3.33375,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,225,211,104.75,90.75,14
mp-556434,1.7,AgBi(PS3)2,mp-556434,AgBi(PS3)2,1.1797,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,83,68,25.6,15.76,16,65,88,23,84.5,4.5,88,30.973762,208.9804,178.006638,57.1186124,40.52227504,32.065,317.3,1234.93,917.63,474.409,166.1024,388.36,11,16,5,15.2,0.96,16,3,6,3,3.5,0.8,3,105,148,43,113.7,13.12,105,1.93,2.58,0.65,2.381,0.2388,2.58,1,2,1,1.9,0.18,2,0,4,4,3.3,0.84,4,0,10,10,2,3.2,0,0,14,14,1.4,2.52,0,5,29,24,8.6,4.56,6,0,1,1,0.1,0.18,0,0,3,3,2.1,0.54,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2.2,0.48,2,16.33,32.95,16.62,24.91417262,2.654408333,25.786875,0,2.202,2.202,1.6462,0.66696,2.202,0,0,0,0,0,0,2,225,223,66.1,36.46,70
mp-569126,1.4,AgBi(PSe3)2,mp-569126,AgBi(PSe3)2,1.2778,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,83,68,36.4,11.44,34,65,89,24,85.1,4.86,89,30.973762,208.9804,178.006638,85.2556124,29.26747504,78.96,317.3,1234.93,917.63,537.793,140.7488,494,11,16,5,15.2,0.96,16,3,6,3,4.1,0.56,4,107,148,41,122.7,9.52,120,1.93,2.55,0.62,2.363,0.2244,2.55,1,2,1,1.9,0.18,2,0,4,4,3.3,0.84,4,0,10,10,8,3.2,10,0,14,14,1.4,2.52,0,5,29,24,14.6,4.56,16,0,1,1,0.1,0.18,0,0,3,3,2.1,0.54,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2.2,0.48,2,16.33,32.95,16.62,24.99404762,2.702333333,25.92,0,1.625,1.625,0.8044,0.32824,0.799,0,0,0,0,0,0,2,225,223,32.5,38.5,14
mp-29678,0.9,AgBiS2,mp-29678,AgBiS2,0.5001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,83,67,40.5,24.5,16,65,88,23,81.75,8.375,88,32.065,208.9804,176.9154,95.24465,63.17965,32.065,388.36,1234.93,846.57,639.0125,297.95875,388.36,11,16,5,14.5,1.75,16,3,6,3,4.25,1.25,3,105,148,43,125.75,20.75,105,1.93,2.58,0.65,2.2775,0.3025,2.58,1,2,1,1.75,0.375,2,0,4,4,2.75,1.375,4,0,10,10,5,5,0,0,14,14,3.5,5.25,0,6,29,23,13,8,6,0,1,1,0.25,0.375,0,0,3,3,1.75,0.875,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.5,2,16.33,32.95,16.62,25.2134375,4.44171875,25.786875,0,2.202,2.202,1.101,1.101,2.202,0,0,0,0,0,0,12,225,213,94.25,65.375,70
mp-27916,0.34,AgBiSe2,mp-27916,AgBiSe2,0.7218,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,83,49,49.5,16.75,34,65,89,24,82.25,8.625,89,78.96,208.9804,130.0204,118.69215,45.144125,78.96,494,1234.93,740.93,691.8325,271.54875,494,11,16,5,14.5,1.75,16,4,6,2,4.75,0.75,4,120,148,28,133.25,13.25,120,1.93,2.55,0.62,2.2625,0.2875,2.55,1,2,1,1.75,0.375,2,0,4,4,2.75,1.375,4,10,10,0,10,0,10,0,14,14,3.5,5.25,0,11,29,18,18,5.5,16,0,1,1,0.25,0.375,0,0,3,3,1.75,0.875,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.5,2,16.33,32.95,16.62,25.28,4.475,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,12,225,213,66.25,79.375,14
mp-23231,2.52,AgBr,mp-23231,AgBr,0.7306,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,47,12,41,6,35,65,95,30,80,15,65,79.904,107.8682,27.9642,93.8861,13.9821,79.904,265.8,1234.93,969.13,750.365,484.565,265.8,11,17,6,14,3,11,4,5,1,4.5,0.5,4,120,145,25,132.5,12.5,120,1.93,2.96,1.03,2.445,0.515,1.93,1,2,1,1.5,0.5,1,0,5,5,2.5,2.5,0,10,10,0,10,0,10,0,0,0,0,0,0,11,17,6,14,3,11,0,1,1,0.5,0.5,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,16.33,29.48,13.15,22.905,6.575,16.33,0,1.457,1.457,0.7285,0.7285,0,0,0,0,0,0,0,64,225,161,144.5,80.5,64
mp-6781,0,AgCNO,mp-6781,AgCNO,3.0511,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,47,41,17,15,6,65,87,22,77.75,6.75,65,12.0107,107.8682,95.8575,37.47125,35.198475,12.0107,54.8,3823,3768.2,1293.945,1264.5275,54.8,11,16,5,14,1.5,11,2,5,3,2.75,1.125,2,66,145,79,89.5,27.75,66,1.93,3.44,1.51,2.74,0.5,1.93,1,2,1,1.75,0.375,1,0,4,4,2.25,1.25,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,4,11,7,6.5,2.25,4,0,1,1,0.25,0.375,0,0,4,4,2.25,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2.5,1,1,5.64,16.33,10.69,11.4609375,4.0884375,5.64,0,6.437,6.437,2.73325,2.73325,0,0,0,0,0,0,0,12,225,213,156.25,72.125,12
mp-22922,5.13,AgCl,mp-22922,AgCl,0.9539,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,47,30,32,15,17,65,94,29,79.5,14.5,65,35.453,107.8682,72.4152,71.6606,36.2076,35.453,171.6,1234.93,1063.33,703.265,531.665,171.6,11,17,6,14,3,11,3,5,2,4,1,3,102,145,43,123.5,21.5,102,1.93,3.16,1.23,2.545,0.615,1.93,1,2,1,1.5,0.5,1,0,5,5,2.5,2.5,0,0,10,10,5,5,0,0,0,0,0,0,0,7,11,4,9,2,7,0,1,1,0.5,0.5,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,16.33,24.4975,8.1675,20.41375,4.08375,16.33,0,2.493,2.493,1.2465,1.2465,0,0,0,0,0,0,0,64,225,161,144.5,80.5,64
mp-7592,2.8,AgF,mp-7592,AgF,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,47,38,28,19,9,65,93,28,79,14,65,18.9984032,107.8682,88.8697968,63.4333016,44.4348984,18.9984032,53.5,1234.93,1181.43,644.215,590.715,53.5,11,17,6,14,3,11,2,5,3,3.5,1.5,2,57,145,88,101,44,57,1.93,3.98,2.05,2.955,1.025,1.93,1,2,1,1.5,0.5,1,0,5,5,2.5,2.5,0,0,10,10,5,5,0,0,0,0,0,0,0,7,11,4,9,2,7,0,1,1,0.5,0.5,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,9.7075,16.33,6.6225,13.01875,3.31125,9.7075,0,1.97,1.97,0.985,0.985,0,0,0,0,0,0,0,15,225,210,120,105,15
mp-499,1.57,AgO,mp-499,AgO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,47,39,27.5,19.5,8,65,87,22,76,11,65,15.9994,107.8682,91.8688,61.9338,45.9344,15.9994,54.8,1234.93,1180.13,644.865,590.065,54.8,11,16,5,13.5,2.5,11,2,5,3,3.5,1.5,2,66,145,79,105.5,39.5,66,1.93,3.44,1.51,2.685,0.755,1.93,1,2,1,1.5,0.5,1,0,4,4,2,2,0,0,10,10,5,5,0,0,0,0,0,0,0,6,11,5,8.5,2.5,6,0,1,1,0.5,0.5,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.5,0.5,1,9.105,16.33,7.225,12.7175,3.6125,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,118.5,106.5,12
mp-1195243,1.47,AgP15,,,1.225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,47,32,17,3.75,15,65,83,18,81.875,2.109375,83,30.973762,107.8682,76.894438,35.77966437,9.011066953,30.973762,317.3,1234.93,917.63,374.651875,107.5347656,317.3,11,15,4,14.75,0.46875,15,3,5,2,3.125,0.234375,3,107,145,38,109.375,4.453125,107,1.93,2.19,0.26,2.17375,0.03046875,2.19,1,2,1,1.9375,0.1171875,2,0,3,3,2.8125,0.3515625,3,0,10,10,0.625,1.171875,0,0,0,0,0,0,0,5,11,6,5.375,0.703125,5,0,1,1,0.0625,0.1171875,0,0,3,3,2.8125,0.3515625,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2.875,0.234375,3,16.33,22.5702381,6.240238095,22.18022321,0.731277902,22.5702381,0,1.625,1.625,1.5234375,0.190429688,1.625,0,0,0,0,0,0,2,225,223,15.9375,26.1328125,2
mp-30353,0,AgPt3,mp-30353,AgPt3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,78,31,70.25,11.625,78,63,65,2,63.5,0.75,63,107.8682,195.084,87.2158,173.28005,32.705925,195.084,1234.93,2041.4,806.47,1839.7825,302.42625,2041.4,10,11,1,10.25,0.375,10,5,6,1,5.75,0.375,6,136,145,9,138.25,3.375,136,1.93,2.28,0.35,2.1925,0.13125,2.28,1,1,0,1,0,1,0,0,0,0,0,0,9,10,1,9.25,0.375,9,0,14,14,10.5,5.25,14,11,24,13,20.75,4.875,24,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0.75,0.375,1,0,0,0,0,0,0,1,2,1,1.75,0.375,2,15.02,16.33,1.31,15.3475,0.49125,15.02,0,0,0,0,0,0,0,0,0,0,0,0,225,225,0,225,0,225
mp-1006372,0.18,AgSO4,mp-1006372,AgSO4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,47,39,15.83333333,10.44444444,8,65,88,23,83.5,6.166666667,87,15.9994,107.8682,91.8688,33.98846667,24.62657778,15.9994,54.8,1234.93,1180.13,307.0816667,336.3755556,54.8,11,16,5,15.16666667,1.388888889,16,2,5,3,2.666666667,0.888888889,2,66,145,79,85.66666667,26.22222222,66,1.93,3.44,1.51,3.045,0.526666667,3.44,1,2,1,1.833333333,0.277777778,2,0,4,4,3.333333333,1.111111111,4,0,10,10,1.666666667,2.777777778,0,0,0,0,0,0,0,6,11,5,6.833333333,1.388888889,6,0,1,1,0.166666667,0.277777778,0,0,2,2,1.666666667,0.555555556,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.833333333,0.277777778,2,9.105,25.786875,16.681875,13.08947917,5.312638889,9.105,0,2.202,2.202,0.367,0.611666667,0,0,0,0,0,0,0,12,225,213,57.16666667,60.22222222,12
mp-505473,0,Al(Ni10B7)2,mp-505473,Al(Ni10B7)2,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,23,18.37142857,11.00408163,28,61,73,12,65.74285714,5.420408163,61,10.811,58.6934,47.8824,38.63438682,22.92458649,58.6934,933.47,2348,1414.53,1953.299143,315.7606857,1728,10,13,3,11.28571429,1.469387755,10,2,4,2,3.171428571,0.946938776,4,84,124,40,107.9142857,19.13142857,124,1.61,2.04,0.43,1.953428571,0.069257143,1.91,2,2,0,2,0,2,0,1,1,0.428571429,0.489795918,0,0,8,8,4.571428571,3.918367347,8,0,0,0,0,0,0,3,10,7,7,3.428571429,10,0,0,0,0,0,0,0,5,5,2.142857143,2.448979592,0,0,2,2,1.142857143,0.979591837,2,0,0,0,0,0,0,2,5,3,3.285714286,1.469387755,2,7.1725,16.48,9.3075,9.237,1.6516,10.32,0,1.524,1.524,0.6096,0.73152,0,0,0.5953947,0.5953947,0.340225543,0.291621894,0.5953947,166,225,59,201.4,28.32,225
mp-16722,0,Al10V,mp-16722,Al10V,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,23,10,13.90909091,1.652892562,13,46,73,27,70.54545455,4.462809917,73,26.9815386,50.9415,23.9599614,29.15971691,3.960324198,26.9815386,933.47,2183,1249.53,1047.063636,206.5338843,933.47,5,13,8,12.27272727,1.32231405,13,3,4,1,3.090909091,0.165289256,3,121,153,32,123.9090909,5.289256198,121,1.61,1.63,0.02,1.611818182,0.003305785,1.61,2,2,0,2,0,2,0,1,1,0.909090909,0.165289256,1,0,3,3,0.272727273,0.495867769,0,0,0,0,0,0,0,3,5,2,3.181818182,0.330578512,3,0,0,0,0,0,0,0,5,5,4.545454545,0.826446281,5,0,7,7,0.636363636,1.157024793,0,0,0,0,0,0,0,5,7,2,5.181818182,0.330578512,5,13.01,16.48,3.47,16.16454545,0.573553719,16.48,0,0,0,0,0,0,0,0,0,0,0,0,225,229,4,225.3636364,0.661157025,225
mp-17880,0,Al13Ru4,mp-17880,Al13Ru4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,44,31,20.29411765,11.15570934,13,56,73,17,69,6.117647059,73,26.9815386,101.07,74.0884614,44.41411775,26.66159165,26.9815386,933.47,2607,1673.53,1327.241765,602.2391696,933.47,8,13,5,11.82352941,1.799307958,13,3,5,2,3.470588235,0.719723183,3,121,146,25,126.8823529,8.996539792,121,1.61,2.2,0.59,1.748823529,0.212318339,1.61,1,2,1,1.764705882,0.359861592,2,0,1,1,0.764705882,0.359861592,1,0,7,7,1.647058824,2.519031142,0,0,0,0,0,0,0,3,8,5,4.176470588,1.799307958,3,0,1,1,0.235294118,0.359861592,0,0,5,5,3.823529412,1.799307958,5,0,3,3,0.705882353,1.079584775,0,0,0,0,0,0,0,4,5,1,4.764705882,0.359861592,5,13.51,16.48,2.97,15.78117647,1.068788927,16.48,0,0,0,0,0,0,0,0,0,0,0,0,194,225,31,217.7058824,11.15570934,225
